ts,o,h,l,c,v
2026-07-27T14:40:00+00:00,3.76,3.76,3.76,3.76,0
2026-07-27T14:45:00+00:00,3.76,3.76,3.76,3.76,0
2026-07-27T14:50:00+00:00,3.76,3.76,3.76,3.76,0
2026-07-27T14:55:00+00:00,3.76,3.76,3.76,3.76,0
2026-07-27T15:00:00+00:00,3.76,3.76,3.76,3.76,0
2026-07-27T15:05:00+00:00,3.76,3.76,3.76,3.76,0
2026-07-27T15:10:00+00:00,3.76,3.76,3.76,3.76,0
2026-07-27T15:15:00+00:00,3.76,3.76,3.76,3.76,0
2026-07-27T15:20:00+00:00,3.76,3.76,3.76,3.76,0
2026-07-27T15:25:00+00:00,3.76,3.76,3.76,3.76,0
2026-07-27T15:30:00+00:00,3.76,3.76,3.76,3.76,0
2026-07-27T15:35:00+00:00,3.76,3.76,3.76,3.76,0
2026-07-27T15:40:00+00:00,3.76,3.76,3.76,3.76,0
2026-07-27T15:45:00+00:00,3.76,3.76,3.76,3.76,0
2026-07-27T15:50:00+00:00,3.76,3.76,3.76,3.76,0
2026-07-27T15:55:00+00:00,3.76,3.76,3.76,3.76,0
2026-07-27T16:00:00+00:00,3.76,3.76,3.76,3.76,0
2026-07-27T16:05:00+00:00,3.76,3.76,3.76,3.76,0
2026-07-27T16:10:00+00:00,3.3,3.3,3.3,3.3,3
2026-07-27T16:15:00+00:00,3.3,3.3,3.3,3.3,0
2026-07-27T16:20:00+00:00,3.3,3.3,3.3,3.3,0
2026-07-27T16:25:00+00:00,3.3,3.3,3.3,3.3,0
2026-07-27T16:30:00+00:00,3.3,3.3,3.3,3.3,0
2026-07-27T16:35:00+00:00,3.3,3.3,3.3,3.3,0
2026-07-27T16:40:00+00:00,3.3,3.3,3.3,3.3,0
2026-07-27T16:45:00+00:00,3.3,3.3,3.3,3.3,0
2026-07-27T16:50:00+00:00,3.3,3.3,3.3,3.3,0
2026-07-27T16:55:00+00:00,3.3,3.3,3.3,3.3,0
2026-07-27T17:00:00+00:00,3.3,3.3,3.3,3.3,0
2026-07-27T17:05:00+00:00,3.2,3.2,3.2,3.2,1
2026-07-27T17:10:00+00:00,3.2,3.2,3.2,3.2,0
2026-07-27T17:15:00+00:00,3.2,3.2,3.2,3.2,0
2026-07-27T17:20:00+00:00,3.2,3.2,3.2,3.2,0
2026-07-27T17:25:00+00:00,3.2,3.2,3.2,3.2,0
2026-07-27T17:30:00+00:00,3.2,3.2,3.2,3.2,0
2026-07-27T17:35:00+00:00,3.2,3.2,3.2,3.2,0
2026-07-27T17:40:00+00:00,3.2,3.2,3.2,3.2,0
2026-07-27T17:45:00+00:00,3.2,3.2,3.2,3.2,0
2026-07-27T17:50:00+00:00,3.2,3.2,3.2,3.2,0
